Latitud,Longitud
39.46928129933919,-0.33909418456441887
39.47852859111047,-0.3307018871165782
39.46087344354176,-0.3393704911559339
39.47619614379295,-0.33073595636900666
39.47602937329865,-0.32933625814301
39.48000591276216,-0.3316710465371785
39.46683404959521,-0.35309478732650745
39.4683872842619,-0.34709241346135156
39.46977852002412,-0.35375780190620265
39.46516625096901,-0.3435843746545794
39.46450060993327,-0.3555263298263014
39.46591899863597,-0.3359584995494762
39.463550018432734,-0.352064296756845
39.46050095777964,-0.3545256197136309
39.46061066121352,-0.3484401298755846
39.45984738279662,-0.34267726913282714
39.46343094823522,-0.34720630614569015
39.46272626540599,-0.3494486103575189
39.461034689596474,-0.3470664889447586
39.47197004147383,-0.35097231098911585
39.47149142210678,-0.34930880008522885
39.485925054004724,-0.3993769837705134
39.48580544962573,-0.3981911700078041
39.48241396025732,-0.38777516615734947
39.47852496150504,-0.3936619960815981
39.47976454261688,-0.39757581447337825
39.4790630528812,-0.39344753963362256
39.47690641031773,-0.39868312717346954
39.47624432894221,-0.40225406038888817
39.478038620271306,-0.3990069336299217
39.47660767589851,-0.4004436184908933
39.48548323453688,-0.3896878712892647
39.48332201439535,-0.3952116877192339
39.48373352912054,-0.39895286534829727
39.48056330896384,-0.3672665584437161
39.48907705243772,-0.3786986469823106
39.48983263221498,-0.3761780926134646
39.488280871168456,-0.3713329021695421
39.488194572245234,-0.37361110174774564
39.488002954791945,-0.3841554402315788
39.47555411419316,-0.3541412428696432
39.463872811257005,-0.3282190446250744
39.466246092095766,-0.32828811080397696
39.46670686162361,-0.32686183356305143
39.47721341605325,-0.3273527371963178
39.461764971263655,-0.33272930959321784
39.476946349930046,-0.344268169121637
39.47782809830377,-0.3534157324020384
39.484841744516444,-0.3543560613298581
39.48137259267787,-0.35647969700681414
39.482287205500796,-0.35782368330127196
39.48885522787613,-0.3561996246860873
39.486375862927886,-0.36887093529405196
39.47974725924192,-0.35559349001565965
39.48826257552769,-0.36244026782327465
39.48938413303752,-0.3581994871369196
39.49494585427609,-0.37379779539192487
39.49598908259766,-0.37256920386962183
39.48990615395666,-0.36908248648237113
39.49441947992692,-0.36765057879620366
39.47044749815535,-0.3946551010229128
39.4650256011562,-0.4086887045264555
39.46481275929026,-0.39988197986203095
39.47308610828416,-0.40356326967641865
39.46412768234872,-0.40721012172698356
39.47127392291086,-0.3986810424667357
39.45961089164177,-0.40296198966098074
39.462436556114476,-0.4043023474030452
39.46354390872508,-0.38920182075009757
39.462262358126644,-0.3935653736262377
39.45863497995991,-0.38938448125346065
39.45630820111288,-0.40032595074137595
39.456887519052465,-0.3995980893225113
39.46277207029469,-0.3919096664720174
39.45995157743492,-0.3862592928319222
39.43922765163533,-0.38765109196585795
39.457927912567484,-0.3839818209684671
39.45287875097352,-0.3912042026985696
39.45222507318128,-0.3884397901920901
39.452924498779765,-0.39974132015791036
39.43887031134065,-0.3903028217152634
39.443145184819755,-0.3896926376623508
39.44588867796787,-0.38774717918925944
39.45086819216607,-0.37849170658278886
39.45481038937946,-0.37782003683697296
39.455441946317414,-0.37131271756342205
39.44606899779348,-0.38174299620541874
39.445306240457285,-0.3743710297709582
39.44412835332001,-0.36731294046904467
39.48895407997133,-0.3610181199515168
39.489127416631504,-0.3661268104848202
39.49877797997523,-0.3772629353463721
39.496636140686846,-0.3690009949238071
39.493447599362234,-0.37350604505521795
39.49220947145711,-0.3730838612628287
39.487375164768885,-0.39514654018160716
39.490654607546425,-0.3927490519778232
39.493582018397596,-0.38799974536912374
39.49395488266387,-0.3878341064868298
39.49609697602581,-0.3815487613114681
39.54520164380026,-0.4132636362071695
39.54865691757679,-0.4206146583719779
39.47064699680397,-0.38225099007431845
39.47251382129263,-0.3693252456316904
39.47138419075872,-0.38059335844249825
39.477631933219364,-0.38038473008806156
39.47233993063447,-0.3785906272296434
39.478033604779775,-0.3796907140167115
39.46423741738717,-0.36856720301385887
39.462506898664884,-0.37015365864513433
39.47222070040915,-0.39097610468731037
39.464118503879625,-0.3838102997799039
39.475104612763374,-0.38652172236371113
39.471116015384446,-0.34725371246688785
39.47066630997743,-0.3456890835522902
39.470517558302575,-0.347186858884068
39.472270465285334,-0.3453523988733351
39.475378788079546,-0.34919046476197846
39.47365269999586,-0.3430770596721277
39.45841519493449,-0.3392298597101388
39.462310318012584,-0.3517639918388823
39.471951135649135,-0.3469824737562489
39.48137759255684,-0.3871174575208346
39.48064378478171,-0.36940484213226804
39.48660822813426,-0.37858459694472757
39.4660850591941,-0.357926610699926
39.48253894503639,-0.3571489570382136
39.49673220231391,-0.37425107601884305
39.474025615337865,-0.39938426090747786
39.46177072840367,-0.39471818544777104
39.44654266681089,-0.38807605135618856
39.49237357919334,-0.3692996625894163
39.497520895985126,-0.3902309098790572
39.47818155949788,-0.37917509130611166
39.47922170584633,-0.38177514960175735
39.46075662595601,-0.37114814463032886
39.45296946428865,-0.3671759181869259
39.44939619811781,-0.37793982038791674
39.43524465862338,-0.3932415396030878
39.47451316319031,-0.362172108432013
39.479058501487486,-0.4088934991004256
39.458394761337125,-0.3527183955189214
39.451744938421996,-0.3689379461790775
39.454807543233386,-0.36150945417328567
39.44199539691911,-0.36880452858566426
39.45997605337419,-0.36167863176089726
39.44988760982539,-0.3806967797003321
39.451703938200076,-0.3364918508429199
39.45776424146967,-0.3661636981566935
39.445030013627225,-0.366067165263663
39.45536375932206,-0.37571856649429475
39.456031488723895,-0.3761375104300845
39.42915093801929,-0.36203061927314895
39.42450670812257,-0.3626054653033236
39.313482286335734,-0.3178904574694216
39.43162391350113,-0.3745702252800433
39.455343766617524,-0.3985565268373614
39.50191847417432,-0.41789392195266406
39.50130940196613,-0.4238176027439411
39.48797251043599,-0.39937115578176885
39.494019996034204,-0.3655812605234208
39.48822522329465,-0.3830385529429984
39.47404547637384,-0.3605242495981964
39.47333562488481,-0.3244703508751992
39.44877048712869,-0.37573425725529797
39.456645700269675,-0.3783660674068891
39.46598334790274,-0.3957913907191201
39.467799209583646,-0.3969086488254864
39.4775411756521,-0.3913722836370015
39.47906696536954,-0.3870992394468184
39.48035942698277,-0.38486043381275425
39.4800517569966,-0.37478025147231486
39.47968831335391,-0.37313435388644944
39.472758317966964,-0.3652689689626916
39.45576645184361,-0.3491660951402235
39.455097610147476,-0.34741356833783776
39.48420206376716,-0.32970728183685255
39.47041677471436,-0.33857397813375084
39.46706223918951,-0.33447314272886003
39.47464671747163,-0.33072077575470954
39.45926791454811,-0.3338307525882248
39.48147263583821,-0.331992701399182
39.46637387807253,-0.3487484733196541
39.46619324317387,-0.34514138922547444
39.46510619975843,-0.34722259816388185
39.46086597646335,-0.3550734127674013
39.46104011106545,-0.35568356819876396
39.457949989940474,-0.34888568763389016
39.46028806474461,-0.3475289859116881
39.46464132978005,-0.35091614645367564
39.4761326215531,-0.3504490204017069
39.47106721138895,-0.3404444933564774
39.48308334106868,-0.3882985176380598
39.48278100833782,-0.38809634093935746
39.4811339219121,-0.38694912054871344
39.48610203503801,-0.40042080078154907
39.477008956710264,-0.39803828302757116
39.479690887699455,-0.4025569256568843
39.48274263508941,-0.3990001416281113
