"","Fecha","Estacion","Media_SO2","Media_PM2.5","Media_NO2","Media_O3"
"209","2020-02-26","Politecnico",3.45833333333333,10.0833333333333,23.2083333333333,32.0833333333333
"210","2020-02-27","Moli del Sol",4.29166666666667,22.5,15.9166666666667,31.375
"211","2020-02-27","Pista Silla",4,11.5,31.9583333333333,27.6666666666667
"212","2020-02-27","Politecnico",4.33333333333333,10.5416666666667,20.875,31.5
"213","2020-02-28","Avda. Francia",3.95454545454545,25.0909090909091,20.1818181818182,45.4545454545455
"214","2020-02-28","Moli del Sol",4,65.9166666666667,19.2083333333333,31.375
"215","2020-02-28","Pista Silla",6.58333333333333,34,31.875,28.625
"216","2020-02-28","Politecnico",4.625,24.25,15.4166666666667,36.2083333333333
"217","2020-02-29","Avda. Francia",4,16.1666666666667,16.2083333333333,49.0416666666667
"218","2020-02-29","Moli del Sol",3.45833333333333,35.2916666666667,9.16666666666667,37.7083333333333
"219","2020-02-29","Pista Silla",4,20.9166666666667,15.9583333333333,37.3333333333333
"220","2020-02-29","Politecnico",4.375,15.5833333333333,11.4166666666667,39.5
"221","2020-03-01","Avda. Francia",3.91666666666667,39.5,35.2083333333333,11.9583333333333
"222","2020-03-01","Moli del Sol",3.30434782608696,53.4347826086956,25.1304347826087,16.1739130434783
"223","2020-03-01","Pista Silla",5.79166666666667,32.125,42.5833333333333,12.9166666666667
"224","2020-03-01","Politecnico",4.22727272727273,40.5909090909091,26.8181818181818,18.0454545454545
"225","2020-03-02","Avda. Francia",4,9,29,7
"226","2020-03-02","Moli del Sol",4.79166666666667,19.25,23.9166666666667,14.5
"227","2020-03-02","Pista Silla",7.75,11.0833333333333,43.8333333333333,10.5416666666667
"228","2020-03-03","Avda. Francia",3.75,3.83333333333333,7.83333333333333,62.4166666666667
"229","2020-03-03","Moli del Sol",4.54166666666667,7.25,4.91666666666667,51.125
"230","2020-03-03","Pista Silla",4.58333333333333,2.79166666666667,11.4166666666667,48.9583333333333
"231","2020-03-03","Politecnico",4.5,3.66666666666667,6.83333333333333,50.9583333333333
"232","2020-03-04","Avda. Francia",3.45833333333333,5.16666666666667,7.125,65.875
"233","2020-03-04","Moli del Sol",5.33333333333333,14.8333333333333,8.25,58.875
"234","2020-03-04","Politecnico",3,7.29166666666667,5.58333333333333,55.9166666666667
"235","2020-03-05","Avda. Francia",3.16666666666667,4.83333333333333,11.8333333333333,54.9583333333333
"236","2020-03-05","Moli del Sol",4.25,8.66666666666667,5.79166666666667,52.5833333333333
"237","2020-03-05","Pista Silla",4,2.41666666666667,8.91666666666667,53.6666666666667
"238","2020-03-05","Politecnico",3.29166666666667,5.875,7.54166666666667,50.5
"239","2020-03-06","Avda. Francia",4.08333333333333,7.75,15.3333333333333,78.0416666666667
"240","2020-03-06","Moli del Sol",3.54166666666667,15.5416666666667,10.2083333333333,64.5
"241","2020-03-06","Pista Silla",4.08333333333333,14.2916666666667,26.5,70.2916666666667
"242","2020-03-06","Politecnico",3.08333333333333,12.125,7.58333333333333,76.8333333333333
"243","2020-03-07","Moli del Sol",3.08333333333333,8.91666666666667,6.125,54.1666666666667
"244","2020-03-07","Pista Silla",4.33333333333333,7.375,17.9166666666667,54.9583333333333
"245","2020-03-07","Politecnico",3,9,5.375,60.2916666666667
"246","2020-03-08","Avda. Francia",3.25,3.79166666666667,7.41666666666667,58.0416666666667
"247","2020-03-08","Moli del Sol",3.16666666666667,8.125,6.45833333333333,47.5833333333333
