Latitud,Longitud,dlibre,regimen
39.4817379990739,-0.39733599999999986,CENTRE PRIV. ED. INFANTIL CAMPANAR,CONCERTADO
39.460524999074025,-0.3913339999999996,CENTRE PRIV. ED. INF. 1er CICLE SAMBORI,PRIVADO
39.48673999907386,-0.35982000000000053,CENTRE PRIV. ED. INF. 1er CICLE BRESSOL-BENIMACLET,PRIVADO
39.31290099907498,-0.3176860000000008,ESCOLA PRIVADA DE MÚSICA EL PALMAR,PRIVADO
39.47561799907394,-0.3711959999999991,ESCOLA PRIVADA DE MÚSICA ESCOLANIA NTRA.SRA.DESAMPARADOS,PRIVADO
39.53841999907356,-0.4037370000000002,ESCOLA PRIVADA DE MÚSICA  AGRUPACIÓ MUSICAL,PRIVADO
39.48518099907387,-0.39315800000000095,IES CONSELLERIA,PÚBLICO
39.42288599907427,-0.3355839999999998,EI 1er CICLE MUNICIPAL DE PINEDO,PÚBLICO
39.46248899907401,-0.39028700000000155,CENTRE PRIV. ED. INFANTIL LA PALOMA,PRIVADO
39.42670299907424,-0.3614920000000004,IES EL RAVATXOL,PÚBLICO
39.473114999073964,-0.33753500000000086,IES SERPIS,PÚBLICO
39.460756999074036,-0.39549700000000027,"IES PATRAIX, VICENTA FERRER ESCRIVÁ",PÚBLICO
39.429670999074226,-0.366862,CEIP CASTELLAR-OLIVERAL,PÚBLICO
39.463776999074,-0.38987000000000105,CENTRE PRIV. ED. INF. 1er CICLE EL TRENET,PRIVADO
39.4836419990739,-0.3473460000000003,CONSERVATORI SUPERIOR DE DANSA,PÚBLICO
39.46777099907398,-0.3351440000000006,CEIP SERRERÍA,PÚBLICO
39.44265799907415,-0.36737400000000003,CENTRE PRIV. ED. INF. 1er CICLE DEHESA,PRIVADO
39.46569399907401,-0.36378300000000047,CENTRE PRIV. ED. INF. 1er CICLE KINDER,PRIVADO
39.46314499907403,-0.3658480000000006,CENTRE PRIVAT FP ByS FORMACIÓN,CONCERTADO
39.49397399907382,-0.39501399999999887,CENTRE PRIV. ED. INF. 1er CICLE NANSY,PRIVADO
39.451396999074106,-0.40306100000000045,CEIP SANT ISIDRE,PÚBLICO
39.465436999074015,-0.33837700000000165,EI LES RONDALLES,PÚBLICO
39.472503999073965,-0.410905,CENTRE PRIV. ED. INF. 1er CICLE EL COLE,PRIVADO
39.443815999074154,-0.3923960000000004,CENTRE PRIV. ED. INF. 1er CICLE EL OSITO AZUL,PRIVADO
39.454285999074074,-0.39147100000000096,CENTRE PRIVAT OLLER 2,CONCERTADO
39.46275399907402,-0.3674239999999998,CENTRE PRIV. ED. INFANTIL GUPPY,CONCERTADO
39.46870299907398,-0.3511739999999996,CENTRE PRIV. ED. INF. 1er CICLE EL CUCURUCHO,PRIVADO
39.461506999074025,-0.34303800000000034,CENTRE PRIV. ED. INF. 1er CICLE ALADDIN,PRIVADO
39.487382999073866,-0.3684499999999994,CENTRE PRIV. ED. INF. 1er CICLE ARCO IRIS,PRIVADO
39.48977599907385,-0.40195499999999934,ESCOLA PRIVADA DE MÚSICA LA CLAVE,PRIVADO
39.46455099907401,-0.4103140000000002,CENTRE ESPECÍFIC D'EDUCACIÓ A DISTÀNCIA CEED,PÚBLICO
39.484428999073884,-0.3278050000000011,EI 1er CICLE MUNICIPAL,PÚBLICO
39.470091999073986,-0.3449109999999999,CENTRE PRIV. ED. INFANTIL MERAVELLES,PRIVADO
39.44656699907412,-0.391580999999999,ESCOLA PRIVADA DE MÚSICA DE LA UNIÓ MUSICAL L'HORTA,PRIVADO
39.49278199907383,-0.39543299999999965,CENTRE PRIV. ED. INFANTIL EL CASTILLO 2,PRIVADO
39.466474999074,-0.33234400000000053,CENTRE PRIV. ED. INF. 1er CICLE ELS MARINERETS,PRIVADO
39.49584499907381,-0.3777350000000003,CENTRE PRIV. ED. INF. 1er CICLE DIXIE,PRIVADO
39.46242199907401,-0.3572170000000013,CENTRE PRIV. ED. INF. 1er CICLE ALAMEDA VALÈNCIA,PRIVADO
39.453206999074084,-0.3769149999999994,CENTRE PRIV. ED. INF. 1er CICLE BOLQUERETS,PRIVADO
39.501065999073774,-0.35496900000000114,CENTRE PRIVAT FP FOLGUERA-VICENT,PRIVADO
39.47907799907393,-0.3267740000000013,CENTRE PRIV. ED. INF. 1er CICLE INFANTES,PRIVADO
39.469070999073985,-0.3419840000000001,CENTRE PRIV. ED. INF. 1er CICLE LITTLE STARS,PRIVADO
39.49539399907382,-0.3829770000000003,CENTRE PRIV. ED. INF. 1er CICLE LÁPICES III,PRIVADO
39.48681399907388,-0.3864310000000013,CENTRE PRIV. ED. INF. 1er CICLE FANTASY SCHOOL,PRIVADO
39.4844679990739,-0.4006789999999997,CENTRE PRIV. ED. INF. 1er CICLE BABY IALE,PRIVADO
39.47012499907398,-0.39383700000000094,CENTRE PRIV. ED. INF. 1er CICLE PEKES DE LA OLIVERETA,PRIVADO
39.46417799907401,-0.3845210000000015,CENTRE PRIVAT FP I. INTER II,PRIVADO
39.49183999907385,-0.3725200000000021,CENTRE PRIV. ED. INF. 1er CICLE CHISPA,PRIVADO
39.472002999073965,-0.3587699999999994,CENTRE PRIV. ED. INF. 1er CICLE MY HOUSE,PRIVADO
39.475502999073946,-0.37213100000000027,CENTRE PRIV. ED. INFANTIL LA CASITA DEL SOL,PRIVADO
39.48656299907386,-0.37629200000000024,CENTRE PRIV. ED. INF. 1er CICLE MI OSITA KINDER,PRIVADO
39.456720999074065,-0.387043,CENTRE PRIV. ED. INFANTIL VIRGEN DE CORTES,CONCERTADO
39.47805899907393,-0.4032109999999988,CENTRE PRIV. ED. INF. 1er CICLE TAMARINDOS-CAMARENA,PRIVADO
39.46267099907403,-0.39366000000000007,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL PATRAIX,PRIVADO
39.48492399907389,-0.3685700000000008,CENTRE PRIV. ED. INF. 1er CICLE AL COLE,PRIVADO
39.48427599907391,-0.37056500000000003,CENTRE PRIV. ED. INF. 1er CICLE MI KITA,PRIVADO
39.46267099907402,-0.35300900000000074,CENTRE PRIV. ED. INF. 1er CICLE ILLES BALEARS,PRIVADO
39.46742899907398,-0.3321750000000006,CENTRE PRIV. ED. INF. 1er CICLE ALMA MONTESSORI,PRIVADO
39.461278999074025,-0.3823540000000019,CENTRE PRIVAT FP I. INTER III,PRIVADO
39.470911999073955,-0.39668800000000076,CENTRE PRIV. ED. INF. 1er CICLE LÁPICES I,PRIVADO
39.44056799907416,-0.3875259999999991,CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2,PRIVADO
39.49106999907385,-0.3794679999999989,CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS,PRIVADO
39.455223999074086,-0.3689750000000004,CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS,PRIVADO
39.541416999073526,-0.4003119999999996,CENTRE PRIV. ED. INF. 1er CICLE CUQUETS,PRIVADO
39.48531299907386,-0.32791299999999884,CENTRE FPA MUNICIPAL PATACONA,PÚBLICO
39.464774999074,-0.33332300000000037,CENTRE ENS. PROFESSIONALS DE MÚSICA ATEN. MUS. DEL PUERTO,PRIVADO
39.4830899990739,-0.39262699999999895,SECCIÓ DE L'IES CONSELLERIA A VALENCIA,PÚBLICO
39.46707299907399,-0.3722359999999991,CENTRE PRIV. ED. INF. 1er CICLE XICOTETS,PRIVADO
39.46772099907399,-0.3759700000000005,CENTRE PRIVAT FP CAPITOL,PRIVADO
39.472046999073974,-0.4014840000000009,CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA,PRIVADO
39.48522999907387,-0.4054430000000012,EI 1er CICLE MUNICIPAL SANT PAU,PÚBLICO
39.49156399907384,-0.3898989999999997,CENTRE PRIV. ED. INF. 1er CICLE GOMETS,PRIVADO
39.462339999074025,-0.3645409999999991,CENTRE PRIV. ED. INF. 1er CICLE ITUITU,PRIVADO
39.496806999073804,-0.393335,CENTRE PRIV. ED. INF. 1er CICLE L'EMBOLIC,PRIVADO
39.45294599907409,-0.3733580000000007,CENTRE PRIV. ED. INF. 1er CICLE MARIPOSAS,PRIVADO
39.47865499907393,-0.37905500000000075,CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DEL CARME,PRIVADO
39.488986999073845,-0.3843409999999994,CENTRE ENSENYAMENTS ESPORTIUS CENETED,PRIVADO
39.460275999074035,-0.36833599999999944,CENTRE PRIV. ED. INF. 1er CICLE BAMBINI 2,PRIVADO
39.49036399907384,-0.39348500000000103,CENTRE PRIV. ED. INF. 1er CICLE EXPLORA,PRIVADO
39.478567999073924,-0.3664449999999995,CENTRE PRIVAT FP EUROPEO DE VALENCIA,PRIVADO
39.46940999907399,-0.3823010000000003,CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN,PRIVADO
39.45948899907403,-0.3972760000000007,CENTRE PRIV. ED. INF. 1er CICLE FEBES,PRIVADO
39.47258299907397,-0.3392399999999988,CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS,PRIVADO
39.465099999074006,-0.36323800000000067,CENTRE ENSENYAMENTS ESPORTIUS ELITE SPORT,PRIVADO
39.46837499907398,-0.3579140000000001,ESCOLA PRIVADA DE MÚSICA YAMAHA MUSIC SCHOOL,PRIVADO
39.48358099907389,-0.3713470000000009,CENTRE PÚBLIC FPA VICENT VENTURA,PÚBLICO
39.495029999073815,-0.3779570000000015,ESCOLA PRIVADA DE MÚSICA CIM BANDA PARROQUIAL DE TORREFIEL,PRIVADO
39.46364799907402,-0.3623449999999995,CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY,PRIVADO
39.4835959990739,-0.38849300000000075,ESCOLA PRIVADA DE MÚSICA C. INSTRUCTIVO MUSICAL TENDETES,PRIVADO
39.47137699907397,-0.3839880000000003,ESCOLA PRIVADA DE MÚSICA MATILDE SALVADOR,PRIVADO
39.48664399907388,-0.3883759999999993,CENTRE PRIV. ED. INF. 1er CICLE PIRATAS,PRIVADO
39.45979799907404,-0.33214999999999956,CENTRE PRIVAT FP CF FOLGADO-PORT,PRIVADO
39.459821999074045,-0.3761079999999999,CENTRE PRIV. ED. INF. 1er CICLE RUZAFA MONTESSORI,PRIVADO
39.540711999073544,-0.4056249999999998,CEIP JOSÉ SENENT,PÚBLICO
39.47973499907391,-0.37798000000000054,CENTRE PRIVAT GRAN ASOCIACIÓN,CONCERTADO
39.46364799907402,-0.3623449999999995,CENTRE PRIVAT NUESTRA SEÑORA DE LORETO,CONCERTADO
39.46280299907402,-0.37246099999999943,CENTRE PRIVAT FP OLLER 1,CONCERTADO
39.464885999074006,-0.38259000000000076,CENTRE PRIVAT SANTO TOMÁS DE VILLANUEVA,CONCERTADO
39.470934999073975,-0.385999,CENTRE PRIVAT ESCOLÀPIES VALÈNCIA,CONCERTADO
39.49379199907383,-0.3707990000000001,CENTRE PRIVAT MERCERATOR,CONCERTADO
39.48834399907385,-0.3734330000000006,CENTRE PRIVAT LUZ CASANOVA,CONCERTADO
39.49069899907384,-0.3915700000000001,CENTRE PRIVAT NUESTRA SEÑORA DEL CARMEN-S.VICENTE PAÚL,CONCERTADO
39.485527999073874,-0.3812810000000006,CENTRE PRIVAT SANTIAGO APÓSTOL,CONCERTADO
39.476518999073924,-0.3550709999999994,CENTRE PRIVAT NUESTRA SEÑORA DEL PILAR,CONCERTADO
39.46725099907399,-0.3524580000000004,CENTRE PRIVAT ENGEBA,CONCERTADO
39.44674499907413,-0.3396700000000011,CENTRE PRIVAT SANTA MAGDALENA SOFÍA,CONCERTADO
39.44487799907414,-0.39126399999999917,CENTRE PRIVAT SALGUI,CONCERTADO
39.45351799907409,-0.39627800000000096,CEIP IVAF-LUIS FORTICH,CONCERTADO
39.466339999073995,-0.4065129999999991,CENTRE PRIVAT SANTA MARÍA,CONCERTADO
39.44339799907414,-0.3915520000000016,CENTRE PRIVAT SAN MARCELINO,CONCERTADO
39.486869999073875,-0.39778199999999964,CENTRE PRIVAT ESCUELAS SAN JOSÉ (I. POLIT.),CONCERTADO
39.457932999074046,-0.38983200000000073,CEIP JESÚS,PÚBLICO
39.45076899907409,-0.3941510000000001,CEIP SANTO ÁNGEL DE LA GUARDA,PÚBLICO
39.468276999073986,-0.38480899999999923,CEIP LUIS VIVES,PÚBLICO
39.47710299907392,-0.3840870000000001,CEIP CERVANTES,PÚBLICO
39.46726499907399,-0.40261799999999975,CEIP GASPAR GIL POLO,PÚBLICO
39.48561899907388,-0.36828899999999964,CEIP SAN FERNANDO,PÚBLICO
39.46701899907401,-0.32732600000000156,CEIP LES ARENES,PÚBLICO
39.458689999074046,-0.3355200000000008,CEIP SAN JOSÉ DE CALASANZ,PÚBLICO
39.46227399907403,-0.36980100000000066,CENTRE PRIV. ED. INF. 1er CICLE F. DON JUAN DE DIOS MONTAÑES,PRIVADO
39.47199699907395,-0.38470400000000066,CENTRE PRIVAT FP PAX,CONCERTADO
39.463742999074015,-0.3693459999999987,CENTRE PRIVAT ESCUELAS PROFESIONALES DE ARTESANOS,CONCERTADO
39.452970999074076,-0.3637399999999998,IES JORDI DE SANT JORDI,PÚBLICO
39.474911999073946,-0.34095200000000103,IES EL CABANYAL,PÚBLICO
39.48310399907389,-0.369941,IES BENLLIURE,PÚBLICO
39.46517199907402,-0.33250799999999975,CENTRE PRIVAT HOGAR NUESTRA SEÑORA DEL ROSARIO,CONCERTADO
39.47470499907394,-0.3827890000000009,ESCOLA D'ART I SUPERIOR DE DISSENY DE VALENCIA,PÚBLICO
39.44519699907414,-0.3890109999999988,CEIP FAUSTO MARTÍNEZ,PÚBLICO
39.464884999074,-0.3958780000000004,CEIP 8 DE MARÇ,PÚBLICO
39.47030799907398,-0.39600700000000044,CEIP DOCTOR BARCIA GOYANES,PÚBLICO
39.47246899907396,-0.3610250000000002,CENTRE PRIV. ED. INF. 1er CICLE BAMBY-ABADE,PRIVADO
39.47393099907395,-0.3981830000000013,CEIP 9 D'OCTUBRE,PÚBLICO
39.42211599907428,-0.33534100000000033,CEIP PINEDO,PÚBLICO
39.48684799907388,-0.3751280000000001,CENTRE PRIV. ED. INFANTIL EL TREN,PRIVADO
39.38221999907452,-0.33083700000000016,CEIP LLUÍS DE SANTÀNGEL,PÚBLICO
39.45967199907404,-0.3442559999999998,IES DISTRICTE MARÍTIM,PÚBLICO
39.453496999074076,-0.38502000000000014,CENTRE PRIVAT CONCHA ESPINA II,CONCERTADO
39.449327999074114,-0.3934040000000004,CEIP TOMÁS DE VILLARROYA,PÚBLICO
39.453286999074095,-0.3761850000000002,CEIP FERNANDO DE LOS RIOS,CONCERTADO
39.47915999907392,-0.39276099999999925,CENTRE PRIVAT VILAVELLA,CONCERTADO
39.45408699907408,-0.37735300000000027,CENTRE PRIVAT MARTÍ SOROLLA II,CONCERTADO
39.47548999907394,-0.38941100000000034,CENTRE ENS. ARTIST. PROFESSIONALS  BARREIRA ARTE Y DISEÑO,PRIVADO
39.472207999073966,-0.35874300000000003,CENTRE ENS. PROFESSIONALS DE DANSA MARI CRUZ ALCALÁ,PRIVADO
39.48766699907386,-0.3633859999999999,CEIP CARLES SALVADOR,PÚBLICO
39.488636999073854,-0.3838270000000006,CENTRE PRIVAT JUAN COMENIUS,CONCERTADO
39.45099999907409,-0.3752000000000005,CEIP PABLO NERUDA,PÚBLICO
39.47636999907394,-0.3462839999999999,IES RAMON LLULL,PÚBLICO
39.49237599907383,-0.37821300000000035,CEIP PROFESOR SANCHIS GUARNER,PÚBLICO
39.49426099907384,-0.39861899999999933,CEIP LLUÍS GUARNER,PÚBLICO
39.45911499907404,-0.3411560000000006,IES BALEARES,PÚBLICO
39.466066999073995,-0.36862700000000026,CENTRE ELEMENTAL DE MÚSICA AURORA I,PRIVADO
39.44828199907411,-0.33339900000000067,CENTRE PÚBLIC FPA ESCUELA POPULAR NAZARET,PÚBLICO
39.473114999073964,-0.33753500000000086,CENTRE PÚBLIC FPA L'ALGUER,PÚBLICO
39.44651699907412,-0.3913989999999994,CENTRE PÚBLIC FPA SANT MARCEL·LÍ,PÚBLICO
39.46653899907399,-0.3419170000000015,EI 1er CICLE CENTRO SOCIAL EL GRAO,PÚBLICO
39.46775599907399,-0.34674499999999986,CEIP MIQUEL ADLERT I NOGUEROL,PÚBLICO
39.50583699907375,-0.3670500000000011,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN ARTÍSTICO MUSICAL,PRIVADO
39.485279999073875,-0.36045699999999975,ESCOLA PRIVADA DE MÚSICA HIPOLITO MARTINEZ,PRIVADO
39.474928999073946,-0.38277300000000003,CONSERVATORI PROFESSIONAL DE MÚSICA NÚMERO 2,PÚBLICO
39.44803899907413,-0.36852300000000066,CIPFP AUSIÀS MARCH,PÚBLICO
39.47394099907395,-0.3518390000000007,CENTRE PRIV. ED. INF. 1er CICLE DÁLMATAS,PRIVADO
39.47188099907396,-0.39022600000000096,CENTRE PRIV. ED. INFANTIL CHIQUILÍN,PRIVADO
39.46982399907397,-0.3902699999999993,CENTRE PRIV. ED. INF. 1er CICLE DUMBO,PRIVADO
39.462015999074026,-0.38090599999999997,CENTRE PRIVAT FP I. INTER,PRIVADO
39.49230099907385,-0.3768610000000006,CENTRE PRIV. ED. INF. 1er CICLE PIPO,PRIVADO
39.45529399907405,-0.4030390000000017,CENTRE PRIV. ED. INFANTIL EL NIU DE SANT ISIDRE,PRIVADO
39.46011099907404,-0.37255900000000086,CENTRE PRIV. ED. INFANTIL PATUFET,PRIVADO
39.44016599907417,-0.3906260000000007,CIPFP CIUTAT DE L'APRENENT,PÚBLICO
39.47754099907394,-0.3540579999999999,CENTRE PRIV. ED. INFANTIL JESÚS-KIND,PRIVADO
39.499743999073786,-0.4253710000000012,CENTRE PRIV. ED. INF. 1er CICLE LES PIRULETES,PRIVADO
39.49571699907382,-0.37145400000000023,CENTRE PRIV. ED. INF. 1er CICLE REDOLINS,PRIVADO
39.492615999073834,-0.3928149999999997,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL BENICALAP,PRIVADO
39.45248999907409,-0.3796939999999996,IES MALILLA,PÚBLICO
39.47199699907396,-0.3372930000000017,CEIP MARE NOSTRUM,PÚBLICO
39.459630999074044,-0.3944349999999995,CEIP HUMANISTA MARINER,PÚBLICO
39.4980309990738,-0.4199239999999997,CENTRE PRIV. ED. INF. 1er CICLE LA MILOTXA,PRIVADO
39.484097999073875,-0.3582840000000012,CENTRE PRIV. ED. INFANTIL BETEL,PRIVADO
39.47032599907398,-0.34515499999999977,CENTRE PRIV. ED. INF. 1er CICLE  ANAIA,PRIVADO
39.460814999074024,-0.3640290000000018,CENTRE PRIV. ED. INF. 1er CICLE LA ESTRELLA,PRIVADO
39.463896999074024,-0.3641029999999999,CENTRE PRIV. ED. INFANTIL TEYSA,PRIVADO
39.482836999073896,-0.38572300000000087,CENTRE PRIV. ED. INF. 1er CICLE SAN JUAN BOSCO,PRIVADO
39.478515999073906,-0.3865630000000017,CENTRE PRIV. ED. INF. 1er CICLE CASA DE LA CARIDAD,PRIVADO
39.47223699907397,-0.32963299999999934,ESCOLA PRIVADA DE MÚSICA DE LA SOC.MUS.UNIÓN DE PESCADORES,PRIVADO
39.46837799907399,-0.4044560000000001,ESCOLA PRIVADA DE MÚSICA NUESTRA SEÑORA DE FÁTIMA,PRIVADO
39.45945699907404,-0.3767000000000006,CENTRE PRIV. ED. INF. 1er CICLE PITUS RUZAFA,PRIVADO
39.503489999073764,-0.4159269999999993,CENTRE PRIV. ED. INF. 1er CICLE JESÚS NIÑO,PRIVADO
39.46795499907399,-0.3884480000000001,IES ABASTOS,PÚBLICO
39.48382199907389,-0.35745499999999975,"CENTRE PRIV. ED. INF. 1er CICLE PADBURY, SL",PRIVADO
39.444393999074144,-0.38984299999999966,CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS,PRIVADO
39.49111699907385,-0.37634599999999985,CENTRE PRIV. ED. INF. 1er CICLE PEKAS,PRIVADO
39.48479799907388,-0.38080499999999934,CENTRE PRIV. ED. INF. 1er CICLE GARABATOS,PRIVADO
39.46964099907398,-0.3518120000000005,CENTRE PRIV. ED. INF. 1er CICLE CRECIENDO JUNTOS,PRIVADO
39.46894099907398,-0.355360999999999,CENTRE PRIV. ED. INF. 1er CICLE WINNIE,PRIVADO
39.49015699907386,-0.36931899999999956,CENTRE PRIV. ED. INF. 1er CICLE LA SENYERA,PRIVADO
39.455284999074074,-0.3778079999999996,CENTRE PRIV. ED. INF. 1er CICLE PARC CENTRAL COOP.V.,PRIVADO
39.48508999907387,-0.35808800000000024,ESCOLA PRIVADA DE MÚSICA TALLER DE MÚSICA,PRIVADO
39.46907299907397,-0.3887590000000005,CENTRE PRIV. ED. INF. 1er CICLE PITUS ABASTOS,PRIVADO
39.46203099907403,-0.3838020000000008,CENTRE PRIV. ED. INFANTIL LA AURORA 2,PRIVADO
39.47085399907398,-0.40140899999999974,CENTRE PRIV. ED. INF. 1er CICLE COLORINS,PRIVADO
39.49182099907386,-0.37329899999999994,"CENTRE PRIVAT FP LUMEN 1993 CENTRO ESTUDIOS, SL",CONCERTADO
39.50319599907377,-0.3617760000000006,CENTRE FPA MUNICIPAL DE TAVERNES BLANQUES,PÚBLICO
39.492940999073824,-0.3801580000000006,CENTRE PRIV. ED. INF. 1er CICLE LA PAZ,PRIVADO
39.42437599907426,-0.3660010000000004,CEE PÚB. ROSA LLÁCER,PÚBLICO
39.49528199907382,-0.3942199999999994,CENTRE PRIV. ED. INF. 1er CICLE CHIQUILANDIA,PRIVADO
39.46340399907403,-0.36942599999999887,CENTRE PRIV. ED. INF. 1er CICLE MI COLE,PRIVADO
39.461831999074015,-0.37441400000000036,CEIP ALEJANDRA SOLER,PÚBLICO
39.47526399907393,-0.349202000000001,EI 1er CICLE MUNICIPAL PARDALETS,PÚBLICO
39.49183099907383,-0.4061130000000011,CENTRE PRIV. ED. INF. 1er CICLE EL VALLE 2,PRIVADO
39.46387699907402,-0.4018119999999993,EI 1er CICLE MUNICIPAL SOLC,PÚBLICO
39.48710599907386,-0.37501599999999935,CENTRE PRIV. ED. INF. 1er CICLE SAINT THOMAS,PRIVADO
39.48462599907388,-0.39935899999999963,CENTRE PRIV. ED. INFANTIL LÁPICES II,PRIVADO
39.473238999073956,-0.39773900000000223,CENTRE PRIV. ED. INF. 1er CICLE NEMOMARLÍN NOU MOLES,PRIVADO
39.48654299907387,-0.3652070000000001,CENTRE PRIV. ED. INF. 1er CICLE DINO SCHOOL-BENIMACLET,PRIVADO
39.45847099907405,-0.3614300000000002,CENTRE PRIV. ED. INF. 1er CICLE PIPOLANDIA,PRIVADO
39.48531099907387,-0.37163599999999986,CENTRE PRIV. ED. INF. 1er CICLE COTÓ,PRIVADO
39.47574399907393,-0.3886410000000007,CENTRE PRIV. ED. INF. 1er CICLE LÁPICES IV,PRIVADO
39.48165699907389,-0.3963580000000007,ESCOLA PRIVADA DE MÚSICA CAMPANAR,PRIVADO
39.466708999074015,-0.3332269999999993,CENTRE PRIV. ED. INF. 1er CICLE EL CARAGOL,PRIVADO
39.491663999073836,-0.4056300000000016,CENTRE PRIV. ED. INF. 1er CICLE EL VALLE,PRIVADO
39.42784399907424,-0.3639380000000014,CENTRE PRIV. ED. INF. 1er CICLE FORMIGUETES,PRIVADO
39.46861799907399,-0.3585579999999997,CENTRE PRIV. ED. INF. 1er CICLE TEYSA-ARAGÓN,PRIVADO
39.47134499907397,-0.38658899999999957,CENTRE PRIV. ED. INF. 1er CICLE LA AURORA 3,PRIVADO
39.4835329990739,-0.4040020000000003,CENTRE PRIV. ED. INFANTIL L'ALQUERIA,PRIVADO
39.47614699907394,-0.3814110000000005,CENTRE PRIV. ED. INF. 1er CICLE QUART 24,PRIVADO
39.45727399907405,-0.38693300000000125,CENTRE PRIVAT FP VERGE DE CORTES. VALÈNCIA,CONCERTADO
39.487920999073864,-0.37604600000000044,CENTRE PRIV. ED. INF. 1er CICLE PASITOS,PRIVADO
39.45843399907405,-0.36159700000000017,CENTRE PRIV. ED. INF. 1er CICLE BABOO,PRIVADO
39.45339299907408,-0.3657030000000005,EI 1er CICLE MUNICIPAL QUATRE CARRERES,PÚBLICO
39.48580199907389,-0.3977979999999993,CENTRE PRIV. ED. INFANTIL NUNO NONO,PRIVADO
39.46926399907398,-0.3525920000000023,CEE PRIV. FUNDACIÓ MIRA'M,CONCERTADO
39.467673999073995,-0.3999069999999993,EI 1er CICLE MUNICIPAL MINI-POLI,PÚBLICO
39.45254899907409,-0.3588799999999998,EI 1er CICLE MUNICIPAL MESTRA EMPAR NAVARRO I GINER,PÚBLICO
39.47491399907394,-0.36464000000000085,ESCOLA PRIVADA DE MÚSICA AULAMEDA,PRIVADO
39.48350799907389,-0.3610899999999995,CENTRE PRIV. ED. INF. 1er CICLE IMPULSO INICIAL,PRIVADO
39.47302599907396,-0.35480399999999995,CENTRE PRIV. ED. INF. 1er CICLE LLAVORETES,PRIVADO
39.46998499907398,-0.35486299999999943,CENTRE PRIV. ED. INFANTIL SUPERFRIENDS,PRIVADO
39.45976599907404,-0.3838440000000006,CENTRE PRIVAT FP VERGE DE CORTES. SOROLLA,PRIVADO
39.46589299907401,-0.3833410000000008,CENTRE PRIVAT FP PROGRESA,PRIVADO
39.45852599907404,-0.35702000000000167,CENTRE SUPERIOR DE MÚSICA BERKLEE-VALENCIA,PRIVADO
39.485933999073886,-0.3570739999999992,CENTRE PRIVAT FP IBE,PRIVADO
39.483457999073885,-0.37704099999999946,CENTRE PRIV. ED. INF. 1er CICLE AMICS,PRIVADO
39.45355899907408,-0.3701879999999995,CENTRE ENSENYAMENTS ESPORTIUS MIFRA,PRIVADO
39.487529999073864,-0.3612940000000007,CENTRE PRIVAT FP CENTRO DE ESTUDIOS JUSTE,PRIVADO
39.46475799907402,-0.384210000000001,CENTRE PRIV. ED. INF. 1er CICLE PASITOS 2,PRIVADO
39.494304999073826,-0.39096300000000006,CENTRE PRIV. ED. INF. 1er CICLE CASA CARIDAD AVENIDA ECUADOR,PRIVADO
39.490048999073856,-0.3572410000000016,CENTRE ENSENYAMENTS ESPORTIUS FVCV,PRIVADO
39.467076999073996,-0.3546940000000004,CENTRE ENS. PROFESSIONALS DE MÚSICA EL PARQUE,PRIVADO
39.466339999073995,-0.4065129999999991,ESCOLA PRIVADA DE MÚSICA SANTA MARÍA,PRIVADO
39.4969439990738,-0.37141599999999986,CENTRE ESTRANGER IMAGINE MONTESSORI SCHOOL,PRIVADO
39.462340999074016,-0.3910169999999997,CENTRE ENSENYAMENTS ESPORTIUS ANEFF,PRIVADO
39.464307999074016,-0.40528499999999995,C. ENS. PROF.DE MUS. MADRE FCA. PASCUAL DOMENECH-LA PURÍSIMA,PRIVADO
39.5005089990738,-0.41874100000000114,ESCOLA PRIVADA DE MÚSICA SIOAM,PRIVADO
39.530142999073604,-0.3842750000000008,ESCOLA PRIVADA DE MÚSICA BENIFARAIG,PRIVADO
39.46942599907398,-0.3534929999999994,CENTRE PRIV. ED. INF. 1er CICLE LA PEQUETECA,PRIVADO
39.457913999074044,-0.36156200000000016,CENTRE PRIV. ED. INF. 1er CICLE ESPAI NATURAL,PRIVADO
39.47814199907393,-0.40705199999999936,CENTRE ESTRANGER VALENCIA MONTESSORI SCHOOL,PRIVADO
39.45945099907404,-0.3389979999999993,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA DEL GRAU,PRIVADO
39.48093999907391,-0.35487599999999997,CENTRE ENSENYAMENTS ESPORTIUS C.F. DE JUDO Y D.A.,PRIVADO
39.45861799907405,-0.40538200000000024,CENTRE PRIVAT FP MEDAC VALÈNCIA,PRIVADO
39.48667399907386,-0.3945380000000012,CENTRE PRIVAT FP DE LA PROFESIÓN DE PANADERÍA Y PASTELERÍA,PRIVADO
